Division,District,Upazila,Area (km²),Population,Pop. Density (/km²),Urban Pop. %,Main Economic Activity,Literacy Rate (%),Primary Schools,Secondary Schools,Colleges/Univ.,Madrasas,Net Enrolment Rate (%),District Hospitals,Upazila Health Complexes,Community Clinics,Registered Doctors,Nurses/Midwives,Immunisation Coverage (%),MMR (per 100k live births),Paved Road (% of total),Total Road Length (km),Electricity Access (%),Internet Penetration (%),Mobile Coverage (%),Bank Branches,Weekly Markets (Haats),Cultivable Land (%),Irrigated Land (%),Rice,Jute,Wheat,Vegetables,Fisheries,Tea,Agri Households (%),Safe Water Access (%),Improved Sanitation (%),Arsenic Risk Level,Surface Water Dependency,Water Treatment Plants,Open Defecation (%),Flood Risk,Cyclone Risk,Drought Risk,Riverbank Erosion,Climate Vulnerability,Disaster Mgmt (UDMCs),Cyclone Shelters,No. of Unions,Pourashava (Municipality),Pourashava Wards,Parliamentary Constituency,Land Registration Offices,Police Stations/Outposts,Poverty Rate (%),HDI Index,Remittance Dependency,NGO Presence (count),Microfinance Institutions,Food Security Level,Labour Force (est.),Unemployment Rate (%),Agriculture Workers (%),Industry Workers (%),Service Workers (%),RMG Presence,Informal Economy (%),Child Labour (%),Overseas Migration,Sex Ratio (F per 100M),Child Marriage Rate (%),Women's Education (%),Female Labour Force (%),Women in Local Govt (%),Skilled Birth Attendance (%),Girls in School (%),GBV Support Centre,Highway Length (km),Railway Station,River/Launch Port,Ferry Service,Airport/Airstrip,Bus Terminal,Major Bridges,Key River(s),Nearest Seaport,Avg. Household Size,Pucca Housing (%),Semi-Pucca Housing (%),Kutcha Housing (%),Overcrowding (%),TV Ownership (%),Mobile Phone Ownership (%),Primary Cooking Fuel,Avg. Rooms per HH,Muslim (%),Hindu (%),Buddhist (%),Christian & Other (%),Ethnic/Indigenous Groups,Primary Language(s),Smartphone Users (%),Mobile Financial Services (%),E-Commerce Activity,Digital Service Centres,Internet Cafes,Online Banking Users (%),Registered Freelancers,4G Coverage,MFS Agent Points
Rajshahi,Pabna,Santhia,323.22,298000,922,16,Agriculture,63.4,104,34,6,20,76.3,4,5,15,94,223,79.1,268,55,702.3,54.8,21.7,82.0,9,21,60.3,77.6,Yes,Yes,Yes,Yes,Some,No,51.1,74.9,57.3,Low,Some,1,5.8,Low,Low,High,Low,Medium,UDMCs,15,14,0,,Constituency 376,2,3,20.8,0.617,Low,20,16,Medium,141385,5.2,51.7,9.9,38.4,No,80.9,8.0,Low,100.8,39.1,54.4,30.1,36.3,59.2,48.3,Partial,24.5,No,No,Yes,No,Partial,5,"Padma, Mahananda, Atrai, Barind",Mongla,3.72,30.7,41.8,27.5,42.0,46.6,70.7,Biomass/Wood,2.4,90.7,12.4,0.3,0.0,"Bengali, Santal","Bengali, Rajbangshi, Santhali",40.9,47.7,Low,3,7,16.5,41,Partial,50
Rajshahi,Pabna,Sujanagar,265.7,248000,934,15,Agriculture,65.1,87,29,7,15,71.7,3,4,13,86,141,85.8,281,45,632.7,73.3,24.9,82.4,7,15,77.7,42.2,Yes,Yes,Yes,Yes,Some,No,62.6,51.2,53.8,Low,Yes,0,9.3,Low,Low,High,Low,Medium,UDMCs,7,10,0,,Constituency 377,1,3,34.5,0.63,Medium,11,13,Medium,115002,3.7,39.0,28.0,33.0,No,74.1,9.2,Low,96.8,42.3,56.2,30.8,35.8,71.5,47.8,No,38.4,No,No,Yes,No,Partial,4,"Padma, Mahananda, Atrai, Barind",Mongla,4.4,18.5,33.0,48.5,28.0,52.5,82.3,Biomass/Wood,3.4,90.0,12.0,0.5,0.0,"Bengali, Santal","Bengali, Rajbangshi, Santhali",48.7,61.9,Low,3,0,10.7,27,Limited,62
Rajshahi,Rajshahi,Bagha,262.41,198000,755,16,Agriculture (Mango),62.1,75,23,5,15,67.4,2,3,9,51,127,73.7,283,54,402.2,68.6,24.2,72.6,6,10,78.9,50.1,Yes,Yes,Yes,Yes,Some,No,53.8,64.9,59.1,Low,Yes,0,8.9,Low,Low,High,Medium,Medium,UDMCs,8,12,1,11.0,Constituency 378,1,2,28.6,0.632,Low,8,11,Medium,101898,4.4,50.9,8.9,40.2,No,77.9,9.7,Low,98.9,44.2,57.0,27.9,35.9,60.7,46.9,Partial,13.9,No,No,No,No,Partial,4,"Padma, Mahananda, Atrai, Barind",Mongla,4.4,20.4,37.3,42.3,30.4,59.1,79.2,Biomass/Wood,2.3,90.4,13.1,0.7,0.0,"Bengali, Santal","Bengali, Rajbangshi, Santhali",37.8,67.5,Low,2,5,22.3,13,Partial,39
Rajshahi,Rajshahi,Bagmara,427.62,348000,814,18,Agriculture,69.8,131,49,7,21,73.4,4,6,18,84,194,85.4,275,27,798.5,64.0,19.5,75.7,9,26,47.7,83.0,Yes,Yes,Yes,Yes,Some,No,61.1,57.9,61.3,Low,Yes,1,10.0,Low,Low,High,Medium,Medium,UDMCs,12,17,1,17.0,Constituency 379,2,4,29.2,0.612,Medium,23,20,Medium,165701,6.1,39.8,20.8,39.4,No,79.6,8.0,Medium,99.5,46.4,61.3,33.5,30.9,64.0,51.3,Partial,38.5,No,No,Yes,No,Yes,8,"Padma, Mahananda, Atrai, Barind",Mongla,4.9,25.6,40.2,34.2,23.7,43.5,71.3,Biomass/Wood,3.0,88.1,11.1,0.9,0.0,"Bengali, Santal","Bengali, Rajbangshi, Santhali",37.0,45.1,Low,4,9,26.0,30,Partial,95
Rajshahi,Rajshahi,Charghat,194.78,198000,1017,20,"Agriculture, Industry",78.3,74,26,4,13,71.1,1,3,8,53,110,76.0,277,44,476.7,62.5,31.6,79.6,7,11,55.7,52.7,Yes,Yes,Yes,Yes,Some,No,44.3,70.4,84.0,Medium,Some,0,8.4,Low,Low,High,Medium,Medium,UDMCs,5,7,0,,Constituency 380,1,2,27.8,0.625,Low,12,8,Medium,97756,5.4,51.1,17.5,31.4,No,82.0,6.6,Medium,94.9,34.0,67.4,32.8,35.2,65.8,51.9,Partial,6.8,No,Yes,No,No,Partial,3,"Padma, Mahananda, Atrai, Barind",Mongla,4.52,23.8,29.8,46.4,34.1,48.1,85.9,Biomass/Wood,2.6,85.7,8.8,0.4,5.0,Bengali,Bengali (Standard),34.9,61.2,Low,2,2,24.1,27,Partial,43
Rajshahi,Rajshahi,Durgapur,289.33,248000,857,16,Agriculture,67.6,108,30,5,16,78.5,3,4,13,96,178,83.2,291,31,410.2,63.5,37.3,76.9,9,14,54.0,52.3,Yes,Yes,Yes,Yes,Some,No,60.4,59.7,58.4,Medium,Some,0,12.9,Low,Low,High,Medium,Medium,UDMCs,15,11,0,,Constituency 381,1,3,29.9,0.586,Medium,9,11,Medium,116579,5.3,49.8,12.5,37.7,No,85.1,9.6,Medium,98.6,38.3,49.7,20.9,34.7,68.0,45.3,Partial,51.2,Yes,No,No,No,Partial,5,"Padma, Mahananda, Atrai, Barind",Mongla,3.92,25.8,28.6,45.6,29.5,45.5,81.1,Biomass/Wood,3.8,88.5,8.3,0.5,2.6,Bengali,Bengali (Standard),46.2,56.8,Low,3,3,27.7,16,Partial,59
Rajshahi,Rajshahi,Godagari,684.72,298000,435,16,"Agriculture, Silk",63.2,125,37,8,19,70.2,3,7,15,71,173,88.2,293,39,845.8,66.8,24.9,76.8,10,16,58.6,59.4,Yes,Yes,Yes,Yes,Some,No,53.6,60.7,65.6,Low,Yes,1,12.2,Low,Low,High,Medium,Medium,UDMCs,12,32,0,,Constituency 382,4,3,26.8,0.591,Medium,17,17,Medium,148120,5.2,47.7,12.4,39.9,No,80.7,8.3,Low,97.6,45.4,64.2,40.4,31.0,57.9,48.6,Partial,15.5,No,No,No,No,Partial,12,"Padma, Mahananda, Atrai, Barind",Mongla,4.02,22.5,31.2,46.3,25.5,58.0,78.8,Biomass/Wood,2.0,89.1,13.7,0.9,0.0,Bengali,Bengali (Standard),42.3,51.3,Low,3,4,19.7,2,Partial,67
Rajshahi,Rajshahi,Mohanpur,188.42,198000,1051,18,Agriculture,66.6,74,26,5,14,68.6,2,4,10,59,105,81.7,287,55,279.2,63.7,45.1,66.9,5,12,62.9,55.3,Yes,Yes,Yes,Yes,Some,No,56.8,63.6,74.9,Low,Some,1,12.3,Low,Low,High,Medium,Medium,Partial,13,8,1,15.0,Constituency 383,1,2,25.6,0.608,Medium,7,8,Medium,102952,6.9,55.9,19.4,24.7,No,84.9,10.3,Medium,98.4,36.7,61.3,30.2,34.4,71.7,53.0,Partial,20.0,No,No,No,No,Yes,3,"Padma, Mahananda, Atrai, Barind",Mongla,3.87,26.1,33.2,40.7,32.7,53.3,77.2,Biomass/Wood,2.8,93.2,12.5,0.5,0.0,Bengali,Bengali (Standard),38.0,57.7,Low,2,2,15.4,29,Partial,39
Rajshahi,Rajshahi,Paba,266.12,348000,1308,38,"Agriculture, Industry",66.7,144,40,9,25,79.0,3,6,18,118,205,85.5,235,71,643.6,61.9,52.6,75.7,13,24,53.1,50.8,Yes,Yes,Yes,Yes,Some,No,55.1,81.8,62.8,Low,Yes,1,3.8,Low,Low,High,Medium,Medium,UDMCs,11,9,1,9.0,Constituency 384,1,4,12.9,0.607,Medium,21,16,High,170899,3.9,25.3,23.1,51.6,Yes,85.8,7.6,Low,105.8,38.6,64.8,41.4,35.1,69.7,48.8,Yes,57.7,No,No,No,No,Yes,4,"Padma, Mahananda, Atrai, Barind",Mongla,3.63,38.7,34.0,27.3,31.1,51.7,75.2,LPG/Biomass,4.0,91.8,11.7,1.0,0.0,Bengali,Bengali (Standard),45.4,68.7,Medium,4,5,31.2,34,Partial,101
Rajshahi,Rajshahi,Putia,232.25,218000,939,16,Agriculture,67.8,100,27,5,14,71.7,2,3,10,85,156,86.8,309,44,440.0,60.4,32.7,71.5,8,11,63.0,38.0,Yes,Yes,Yes,Yes,Some,No,51.5,59.0,75.5,Low,Yes,1,12.6,Low,Low,High,Medium,Medium,UDMCs,14,10,1,13.0,Constituency 385,1,3,24.3,0.607,Low,17,9,Medium,110538,4.1,56.1,11.2,32.7,No,82.3,9.8,Low,95.3,37.5,62.1,28.1,33.0,66.1,49.7,Partial,30.3,Yes,Yes,No,No,Partial,4,"Padma, Mahananda, Atrai, Barind",Mongla,3.96,23.1,34.4,42.5,37.8,54.9,80.9,Biomass/Wood,2.7,90.0,9.2,0.8,0.0,Bengali,Bengali (Standard),33.6,56.2,Low,2,6,24.6,10,Partial,59
Rajshahi,Rajshahi,Rajshahi Sadar,96.67,758000,7844,88,"Trade, Services, Industry",83.6,307,103,17,58,77.1,10,12,38,220,492,85.9,157,112,125.1,89.1,75.8,94.0,24,42,30.8,27.5,Yes,Yes,Yes,Yes,Some,No,22.7,71.6,71.2,Medium,Yes,2,5.2,Low,Low,High,Low,Medium,UDMCs,51,4,1,15.0,Constituency 386,1,8,16.7,0.639,Low,40,40,High,362784,5.7,10.0,34.6,55.4,Yes,76.0,3.0,Low,99.4,15.7,70.7,41.4,37.5,89.9,51.9,Yes,59.6,Yes,Yes,No,Yes,Yes,1,"Padma, Mahananda, Atrai, Barind",Mongla,4.67,57.9,35.1,7.0,17.8,70.0,92.5,Gas/LPG,3.0,88.3,12.7,0.8,0.0,"Bengali, Santal","Bengali, Rajbangshi, Santhali",58.2,80.9,High,10,17,49.2,422,Full,216
Rajshahi,Sirajganj,Belkuchi,144.83,298000,2058,28,"Handloom, Agriculture",63.6,104,40,7,18,73.2,4,6,13,113,232,86.2,269,45,274.1,67.4,46.2,74.3,8,21,48.2,18.6,Yes,Yes,Yes,Yes,Some,No,45.4,77.9,47.2,Low,Yes,2,7.7,Low,Low,High,Medium,Medium,Partial,18,5,1,12.0,Constituency 387,1,3,31.4,0.592,Low,23,10,Medium,142671,2.6,46.5,19.3,34.2,Some,77.8,7.9,Low,104.9,37.9,50.9,32.0,30.8,78.7,52.2,Partial,30.8,No,No,No,No,Yes,1,"Padma, Mahananda, Atrai, Barind",Mongla,3.88,35.3,33.5,31.2,29.0,59.8,88.3,LPG/Biomass,2.1,93.7,11.9,0.8,0.0,Bengali,Bengali (Standard),47.9,67.8,Low,3,5,33.2,74,Partial,49
Rajshahi,Sirajganj,Chauhali,238.2,198000,831,14,"Agriculture, Fishing",66.4,90,26,4,14,72.2,2,4,10,69,122,89.0,312,54,564.1,60.4,26.7,72.7,7,13,46.2,43.1,Yes,Yes,Yes,Yes,Yes,No,48.2,66.8,63.8,Medium,Some,0,11.5,Low,Low,High,Low,Medium,UDMCs,10,10,1,15.0,Constituency 388,1,2,22.7,0.633,Medium,8,7,Medium,96719,3.4,53.8,11.2,35.0,No,79.8,9.0,Medium,103.9,42.6,60.5,39.3,31.2,57.1,47.7,No,28.1,No,Yes,No,No,Partial,4,"Padma, Mahananda, Atrai, Barind",Mongla,3.83,29.5,29.2,41.3,38.5,41.0,73.2,Biomass/Wood,2.9,85.2,13.4,0.6,0.8,"Bengali, Santal","Bengali, Rajbangshi, Santhali",43.0,57.7,Low,3,0,11.4,6,Limited,58
Rajshahi,Sirajganj,Kamarkhand,162.52,248000,1527,22,"Agriculture, Handloom",72.4,84,28,6,16,73.1,3,4,13,74,138,81.0,287,52,261.6,67.3,35.6,77.8,7,16,59.7,54.5,Yes,Yes,Yes,Yes,Some,No,54.3,82.8,75.4,Medium,Yes,0,7.4,Low,Low,High,Medium,Medium,UDMCs,11,5,0,,Constituency 389,1,3,34.5,0.642,Low,10,9,Medium,116950,2.0,47.3,13.1,39.6,Some,76.3,10.0,Low,105.3,36.6,66.2,25.9,30.6,72.9,51.2,Partial,31.6,Yes,Yes,Yes,No,Yes,3,"Padma, Mahananda, Atrai, Barind",Mongla,4.75,28.9,38.1,33.0,40.6,58.0,76.9,Biomass/Wood,3.6,85.1,6.8,0.7,7.3,Bengali,Bengali (Standard),52.2,59.7,Low,3,6,5.1,37,Partial,46
Rajshahi,Sirajganj,Kazipur,346.8,298000,860,16,Agriculture,62.8,117,36,8,20,70.4,3,5,14,122,170,71.2,271,45,466.2,68.6,35.1,66.6,9,19,54.3,54.7,Yes,Yes,Yes,Yes,Some,No,44.3,71.3,73.0,Medium,Yes,1,12.4,Low,Low,High,Medium,Medium,Partial,22,12,0,,Constituency 390,2,3,27.6,0.617,Low,19,13,Medium,148129,2.0,59.7,17.9,22.4,No,76.0,8.0,Low,96.5,44.3,60.3,38.1,25.3,75.5,49.8,Partial,19.3,Yes,No,No,No,Yes,7,"Padma, Mahananda, Atrai, Barind",Mongla,4.53,16.4,27.2,56.4,39.3,47.4,77.3,Biomass/Wood,2.3,87.4,7.4,0.4,4.7,Bengali,Bengali (Standard),51.7,50.3,Low,3,8,25.4,6,Partial,69
Rajshahi,Sirajganj,Raiganj,348.88,348000,998,18,Agriculture,64.0,119,38,8,27,73.8,4,6,16,131,244,84.8,307,40,311.2,70.9,47.3,66.5,12,21,63.3,28.0,Yes,Yes,Yes,Yes,Some,No,50.7,65.2,51.2,Medium,Yes,2,11.9,Low,Low,High,Low,Medium,Partial,10,11,0,,Constituency 391,2,4,39.5,0.633,Medium,14,15,Low,160502,5.5,44.3,15.4,40.3,No,75.0,7.4,Low,102.9,43.4,49.5,30.3,27.2,69.4,54.9,Partial,14.3,No,Yes,No,No,Yes,6,"Padma, Mahananda, Atrai, Barind",Mongla,4.12,35.3,31.6,33.1,27.8,49.7,75.5,Biomass/Wood,3.0,93.9,10.9,0.3,0.0,Bengali,Bengali (Standard),36.6,49.8,Low,4,8,19.5,36,Partial,91
Rajshahi,Sirajganj,Shahjadpur,430.95,548000,1272,28,"Handloom, Agriculture",76.3,195,64,13,32,82.7,7,9,25,221,359,81.7,285,53,406.0,70.3,42.4,75.2,20,36,57.5,65.6,Yes,Yes,Yes,Yes,Some,No,54.0,61.3,60.3,Medium,Yes,1,11.7,Low,Low,High,Low,Medium,UDMCs,36,14,1,11.0,Constituency 392,2,6,18.5,0.609,Medium,39,26,High,274382,2.9,41.8,17.6,40.6,Some,86.3,5.9,Medium,99.6,31.6,50.8,27.3,30.6,84.1,51.8,Partial,11.5,No,Yes,Yes,No,Yes,8,"Padma, Mahananda, Atrai, Barind",Mongla,4.81,31.6,33.6,34.8,31.4,60.5,74.3,LPG/Biomass,2.1,88.7,7.2,0.1,3.9,Bengali,Bengali (Standard),55.2,67.7,Low,7,5,24.4,95,Partial,145
Rajshahi,Sirajganj,Sirajganj Sadar,335.59,568000,1693,55,"Trade, Handloom, Services",68.7,222,75,13,34,78.1,6,13,28,222,399,82.1,191,74,416.5,83.3,54.2,81.1,21,35,42.4,30.1,Yes,Yes,Yes,Yes,Some,No,39.0,72.2,91.9,Low,Yes,2,6.4,Low,Low,High,Medium,Medium,Partial,41,11,1,14.0,Constituency 393,2,6,17.1,0.625,Medium,43,26,High,292718,3.7,28.3,26.9,44.8,Some,64.5,6.1,Low,95.3,24.6,66.4,40.8,38.3,85.5,46.6,Yes,9.0,Yes,Yes,No,Yes,Yes,5,"Padma, Mahananda, Atrai, Barind",Mongla,4.58,42.6,39.1,18.3,26.0,55.3,86.8,Gas/LPG,3.4,83.5,7.9,0.9,7.7,"Bengali, Santal","Bengali, Rajbangshi, Santhali",52.0,64.4,Medium,8,15,48.6,309,Full,96
Rajshahi,Sirajganj,Tarash,272.09,198000,728,14,Agriculture,67.8,87,25,5,11,71.1,2,3,10,65,158,79.2,292,48,293.8,56.2,38.8,67.3,5,14,70.2,51.6,Yes,Yes,Yes,Yes,Some,No,52.3,76.4,45.8,Medium,Some,1,11.0,Low,Low,High,Low,Medium,Partial,11,11,0,,Constituency 394,1,2,22.9,0.614,Low,9,8,Medium,97379,3.1,50.9,5.0,44.1,No,80.8,9.4,Low,95.3,45.6,59.5,32.9,33.9,76.4,48.8,No,45.6,No,Yes,No,No,Yes,5,"Padma, Mahananda, Atrai, Barind",Mongla,3.83,19.2,39.2,41.6,37.9,48.4,76.7,Biomass/Wood,2.7,82.5,10.4,0.6,6.5,"Bengali, Santal","Bengali, Rajbangshi, Santhali",49.8,67.0,Low,2,0,12.6,23,Limited,56
Rajshahi,Sirajganj,Ullahpara,349.66,348000,996,18,"Agriculture, Handloom",70.7,125,39,8,27,73.4,4,6,18,132,208,78.4,269,35,691.6,62.7,33.1,76.1,12,24,49.8,73.6,Yes,Yes,Yes,Yes,Some,No,48.3,71.8,55.8,Medium,Some,2,7.7,Low,Low,High,Low,Medium,UDMCs,9,14,0,,Constituency 395,2,4,34.1,0.58,Medium,27,11,Medium,160211,3.7,49.7,19.1,31.2,No,66.8,8.9,Medium,97.5,39.0,57.4,27.5,32.9,71.0,50.0,Partial,32.1,No,No,Yes,No,Yes,5,"Padma, Mahananda, Atrai, Barind",Mongla,4.98,20.2,32.7,47.1,26.0,54.8,80.4,Biomass/Wood,3.6,89.5,12.8,0.6,0.0,Bengali,Bengali (Standard),45.8,66.2,Low,5,6,16.9,48,Partial,103
Rangpur,Dinajpur,Birampur,272.25,198000,728,14,Agriculture,60.6,71,25,4,10,78.5,2,3,10,46,157,86.9,319,22,526.9,56.0,27.3,86.6,7,14,50.9,68.6,Yes,Some,Yes,Yes,Some,No,53.6,86.0,55.9,Medium,Yes,1,9.8,Medium,Low,High,High,Medium,UDMCs,5,11,0,,Constituency 396,1,2,39.6,0.526,Low,11,9,Low,97767,6.8,46.5,21.8,31.7,No,69.9,10.4,Medium,95.4,37.6,49.4,34.0,37.1,63.0,53.1,No,20.7,Yes,No,Yes,No,Yes,5,"Teesta, Dharla, Dudhkumar, Brahmaputra",Chittagong,3.94,18.8,28.0,53.2,40.6,46.4,71.9,Biomass/Wood,3.6,87.8,10.6,0.9,0.6,Bengali,Bengali (Standard),46.2,65.1,Low,3,0,27.5,20,Limited,42
Rangpur,Dinajpur,Birganj,362.85,298000,821,16,Agriculture,58.4,122,36,8,17,71.4,3,6,13,101,197,84.0,295,32,383.1,59.4,28.6,75.9,11,16,61.9,57.4,Yes,Some,Yes,Yes,Some,No,58.5,51.1,73.8,Low,Yes,1,11.4,Medium,Low,High,High,Medium,UDMCs,10,17,1,12.0,Constituency 397,2,3,37.5,0.539,Low,10,16,Low,140588,6.0,39.6,13.7,46.7,No,84.7,6.8,Low,105.1,42.0,63.0,37.4,27.9,62.2,48.4,Partial,31.0,Yes,No,Yes,No,Yes,7,"Teesta, Dharla, Dudhkumar, Brahmaputra",Chittagong,4.03,21.2,44.3,34.5,31.0,57.7,72.0,Biomass/Wood,3.7,85.5,9.5,0.5,4.4,Bengali,Bengali (Standard),35.0,50.6,Low,3,7,7.9,37,Partial,71
Rangpur,Dinajpur,Biral,283.96,248000,874,15,Agriculture,60.4,86,27,7,14,64.4,2,5,11,94,195,72.3,313,57,423.3,59.7,32.4,66.0,7,16,67.3,38.3,Yes,Some,Yes,Yes,Some,No,64.9,73.0,62.8,Low,Yes,1,6.3,Medium,Low,High,High,Medium,UDMCs,8,10,0,,Constituency 398,1,3,37.1,0.53,Medium,17,7,Low,127869,5.7,44.7,16.5,38.8,No,75.2,8.1,Low,105.3,35.7,66.5,34.6,25.0,68.4,56.1,No,27.6,No,Yes,Yes,No,Yes,4,"Teesta, Dharla, Dudhkumar, Brahmaputra",Chittagong,4.25,17.7,37.3,45.0,25.5,58.0,86.5,Biomass/Wood,3.2,83.0,12.3,0.3,4.4,"Bengali, Santal, Oraon","Bengali, Rajbangshi, Santhali",29.5,60.6,Low,3,0,32.6,12,Limited,74
Rangpur,Dinajpur,Bochaganj,262.32,218000,832,14,Agriculture,58.1,80,30,5,15,78.3,2,4,10,71,133,78.3,284,56,253.3,63.4,36.4,88.4,7,14,53.5,55.5,Yes,Some,Yes,Yes,Some,No,49.6,74.1,74.3,Low,Some,1,9.5,Medium,Low,High,High,Medium,UDMCs,10,11,0,,Constituency 399,1,3,45.5,0.515,Medium,19,10,Low,108235,4.5,47.2,17.0,35.8,No,70.1,9.7,Low,102.8,36.2,57.9,31.6,27.2,61.2,50.3,No,37.6,No,No,Yes,No,Yes,3,"Teesta, Dharla, Dudhkumar, Brahmaputra",Chittagong,4.69,24.9,37.0,38.1,29.4,50.4,75.9,Biomass/Wood,3.3,92.4,12.4,0.8,0.0,Bengali,Bengali (Standard),37.5,50.4,Low,2,0,25.3,20,Limited,41
Rangpur,Dinajpur,Chirirbandar,280.51,248000,884,15,Agriculture,55.7,101,29,7,17,69.6,2,4,13,101,159,71.7,280,26,404.5,51.7,48.6,81.5,6,18,68.7,86.9,Yes,Some,Yes,Yes,Some,No,60.8,62.3,57.1,Low,Yes,1,6.4,Medium,Low,High,High,Medium,UDMCs,7,9,0,,Constituency 400,1,3,41.0,0.521,Medium,9,10,Low,121816,6.1,49.8,5.0,45.2,No,88.4,7.0,Low,101.4,44.6,59.5,30.2,32.6,58.1,51.6,No,28.2,No,No,Yes,No,Yes,5,"Teesta, Dharla, Dudhkumar, Brahmaputra",Chittagong,3.99,8.0,34.4,57.6,23.1,30.9,79.9,Biomass/Wood,3.0,85.4,7.5,0.5,6.5,Bengali,Bengali (Standard),29.3,47.6,Low,3,0,29.8,23,Limited,66
Rangpur,Dinajpur,Dinajpur Sadar,413.62,648000,1567,52,"Trade, Services, Industry",68.2,243,83,13,36,70.0,7,12,33,262,357,87.7,244,32,961.4,71.8,34.9,82.3,23,45,40.0,54.2,Yes,Some,Yes,Yes,Some,No,34.3,78.7,84.0,Low,Yes,2,5.5,Medium,Low,High,High,Medium,UDMCs,23,19,1,15.0,Constituency 401,2,7,22.2,0.568,Low,40,25,Medium,326549,4.6,24.6,41.3,34.1,Yes,68.8,5.7,Medium,103.0,24.5,66.4,34.1,34.5,69.4,47.6,Yes,43.1,Yes,Yes,Yes,No,Yes,7,"Teesta, Dharla, Dudhkumar, Brahmaputra",Chittagong,4.43,30.9,38.7,30.4,27.4,51.0,82.6,Gas/LPG,2.4,86.6,12.4,0.7,0.3,"Bengali, Santal, Oraon","Bengali, Rajbangshi, Santhali",47.4,58.2,Medium,6,10,29.2,121,Full,191
Rangpur,Dinajpur,Fulbari,221.63,198000,894,15,"Agriculture, Coal",62.8,71,26,4,12,76.4,2,3,10,67,147,78.4,280,37,331.9,55.8,40.5,66.6,5,11,45.2,43.9,Yes,Some,Yes,Yes,Some,No,58.0,78.5,56.0,Medium,Some,1,6.5,Medium,Low,High,High,Medium,Partial,5,8,1,17.0,Constituency 402,1,2,32.2,0.541,Medium,9,11,Medium,101166,6.4,53.6,15.4,31.0,No,77.6,9.4,Low,101.6,47.0,53.5,28.8,40.6,76.2,50.6,No,12.7,Yes,No,No,No,Partial,4,"Teesta, Dharla, Dudhkumar, Brahmaputra",Chittagong,4.34,16.8,34.2,49.0,29.3,49.2,63.9,Biomass/Wood,4.0,93.1,9.0,0.8,0.0,Bengali,Bengali (Standard),31.0,56.7,Low,3,0,12.6,0,Limited,39
Rangpur,Dinajpur,Ghoraghat,208.55,148000,710,13,Agriculture,62.5,53,19,3,10,77.0,1,3,7,36,116,76.3,318,35,229.6,58.1,23.2,71.1,4,11,58.4,43.6,Yes,Some,Yes,Yes,Some,No,65.5,80.5,58.9,Medium,Yes,0,8.5,Medium,Low,High,High,Medium,UDMCs,6,8,0,,Constituency 403,1,2,44.9,0.518,Medium,14,5,Low,69590,4.5,52.0,16.2,31.8,No,90.3,7.4,Low,104.7,36.4,58.6,32.9,32.1,66.0,48.7,No,33.1,No,Yes,Yes,No,Partial,4,"Teesta, Dharla, Dudhkumar, Brahmaputra",Chittagong,4.94,16.3,26.7,57.0,32.4,42.7,63.4,Biomass/Wood,3.1,87.3,7.8,0.5,4.3,Bengali,Bengali (Standard),29.1,51.1,Low,1,0,27.8,11,Limited,27
Rangpur,Dinajpur,Hakimpur,128.96,128000,993,14,Agriculture,65.2,51,14,2,8,73.4,1,2,6,34,87,71.8,318,46,199.1,58.2,42.9,83.6,5,9,48.4,63.1,Yes,Some,Yes,Yes,Some,No,58.4,63.6,56.0,Low,Some,0,9.3,Medium,Low,High,High,Medium,Partial,4,5,1,10.0,Constituency 404,1,2,32.1,0.491,Low,7,4,Medium,64009,5.4,43.3,10.4,46.3,No,77.8,7.6,Medium,97.6,36.4,59.5,36.8,40.5,73.5,50.8,No,11.6,No,Yes,No,No,Yes,2,"Teesta, Dharla, Dudhkumar, Brahmaputra",Chittagong,4.06,8.1,42.6,49.3,40.7,47.6,70.3,Biomass/Wood,3.1,92.0,9.7,0.6,0.0,Bengali,Bengali (Standard),36.2,64.3,Low,1,0,22.4,3,Limited,37
Rangpur,Dinajpur,Kaharole,238.44,198000,831,14,Agriculture,63.7,67,22,5,15,75.0,2,3,10,55,111,69.4,292,23,454.1,54.5,25.9,71.4,6,14,52.4,43.3,Yes,Some,Yes,Yes,Some,No,51.4,67.9,71.8,Low,Yes,1,5.7,Medium,Low,High,High,Medium,UDMCs,9,7,0,,Constituency 405,1,2,36.3,0.517,Medium,17,8,Low,101859,4.2,49.2,13.3,37.5,No,81.7,7.4,Low,104.7,45.4,63.6,37.1,39.4,69.1,50.6,No,16.4,No,No,Yes,No,Yes,4,"Teesta, Dharla, Dudhkumar, Brahmaputra",Chittagong,3.85,25.0,36.7,38.3,35.5,39.0,76.7,Biomass/Wood,3.2,83.9,13.5,0.2,2.4,"Bengali, Santal, Oraon","Bengali, Rajbangshi, Santhali",27.9,64.5,Low,2,0,29.0,12,Limited,40
