Division,District,Thana / Police Station,Thana Type,Area (km²),Population,Density (/km²),Year Estd.,OC Rank,Annual FIRs,Annual GDs,Flood Risk,Officers,Constables,Vehicles,Outposts,Detection Rate (%),Lockup,Male Pop.,Female Pop.,Urban Pop. (%),Working Age Pop.,Literacy Rate (%),Avg. HH Size,Total Roads (km),Paved Road (%),Electricity (%),Internet Users (%),Mobile Banking (%),Bank Branches,Hospitals/Clinics,Primary Schools,Weekly Markets,4G Coverage,Total Crimes (annual),Murder Cases,Robbery Cases,Theft Cases,Narcotics Cases,GBV/VAW Cases,Human Trafficking Risk,Cyclone Risk,Drought Risk,EPZ Zone,Port/Ferry Terminal,Border/Land Port,Tourist Area,River Police,Ethnic Minority Area,Poverty Rate (%),Agriculture Workers (%),Industry Workers (%),Service Workers (%),Unemployment (%),E-Commerce Activity,Remittance Dependency
Rajshahi,Sirajganj,Chauhali,River,238,105176,442,1932,Inspector,149,582,Low,19,74,2,1,78.7,0,53796,54528,14,68522,61.4,5.09,239.2,38.1,59.7,17.1,46.7,3,1,29,6,Limited,168,2,6,77,6,4,Low,Low,High,No,No,No,No,Yes,No,30.4,47.9,19.2,32.9,5.4,Low,Low
Rajshahi,Sirajganj,Kamarkhand,Industrial,163,119860,735,1930,Inspector,131,601,Low,30,67,3,1,41.5,0,57072,57268,55,69385,77.1,4.1,119.5,61.5,73.0,30.3,66.4,2,1,35,7,Full,413,2,5,192,8,2,Low,Low,High,No,No,No,No,No,No,11.9,40.5,18.5,41.0,3.8,Medium,Low
Rajshahi,Sirajganj,Kazipur,River,347,135247,390,1928,Inspector,157,767,Low,40,84,3,4,57.2,0,77052,79595,14,101876,65.4,4.38,553.0,42.8,51.4,23.5,42.8,5,1,39,10,Limited,272,2,11,93,11,8,Medium,Low,High,No,No,No,No,Yes,No,29.0,46.3,14.6,39.1,3.7,Low,Low
Rajshahi,Sirajganj,Raiganj,River,349,172861,495,1928,Inspector,183,759,Low,36,138,5,2,55.2,0,84878,87788,14,112208,60.0,4.81,613.4,26.5,48.1,29.1,58.3,5,1,52,10,Limited,341,6,15,110,13,9,Medium,Low,High,No,No,No,No,Yes,No,37.9,48.4,17.0,34.6,2.5,Low,Low
Rajshahi,Sirajganj,Shahjadpur,Industrial,431,299452,695,1930,Inspector,330,1762,Low,62,158,7,5,65.6,0,128457,124797,55,163202,68.6,3.56,481.5,61.0,66.1,52.2,55.4,7,3,75,18,Full,663,8,19,329,14,7,Low,Low,High,No,No,No,No,No,No,9.9,26.9,26.8,46.3,5.1,Medium,Low
Rajshahi,Sirajganj,Tarash,Rural,272,95265,350,1935,Inspector,137,417,Low,22,62,2,3,80.5,0,53643,50974,12,60848,76.3,3.75,520.5,35.0,70.2,22.9,47.7,2,1,33,6,Limited,142,3,4,52,8,4,Low,Low,High,No,No,No,No,No,No,29.5,44.5,9.6,45.9,5.1,Low,Medium
Rajshahi,Sirajganj,Ullahpara,Industrial,350,184016,526,1930,Inspector,197,850,Low,30,103,4,2,61.3,0,96698,89968,55,115297,67.9,4.18,471.2,63.5,66.9,66.8,59.6,6,2,53,9,Full,432,2,12,199,15,9,Low,Low,High,No,No,No,No,No,No,17.6,21.3,31.0,47.7,3.3,Medium,Medium
Rajshahi,Sirajganj,Sirajganj Ferry,River,10,15352,1535,2000,Sub-Inspector,50,200,Low,8,15,1,0,83.0,0,7633,7238,14,8643,63.6,4.19,20.4,42.8,54.7,21.1,65.5,0,0,4,1,Limited,23,0,0,8,1,0,Medium,Low,High,No,Yes,No,No,Yes,No,23.8,54.6,22.2,23.2,5.1,Low,Low
Rajshahi,Sirajganj,Sirajganj Industrial,Industrial,18,39537,2196,2005,Sub-Inspector,50,200,Low,9,28,1,0,45.2,0,19764,18486,55,22341,69.8,4.52,30.7,63.3,66.1,51.8,69.2,0,0,12,2,Full,116,0,2,36,2,1,Low,Low,High,No,No,No,No,No,No,21.4,24.6,23.8,51.6,6.3,Medium,Low
Rajshahi,Sirajganj,Shahjadpur Handloom,Industrial,15,29615,1974,2010,Sub-Inspector,50,200,Low,8,23,1,0,81.0,0,15883,16142,55,20868,74.0,3.53,26.3,71.8,78.0,40.7,67.5,0,0,7,2,Full,104,0,2,49,2,0,Medium,Low,High,No,No,No,No,No,No,22.8,33.3,31.7,35.0,3.7,Medium,Medium
Rangpur,Rangpur,Rangpur Kotwali,City,112,363622,3247,1882,Inspector,361,1583,Medium,71,258,9,1,60.8,1,161507,168033,70,211562,63.3,3.76,124.1,68.5,59.7,62.9,67.4,11,4,94,18,Full,1269,5,18,501,13,12,Medium,Low,High,No,No,No,No,No,No,18.9,21.9,38.8,39.3,4.4,High,Low
Rangpur,Rangpur,Rangpur Sadar,Sadar,115,190873,1660,1982,Inspector,330,861,Medium,46,149,6,1,73.2,1,111253,105068,45,125813,68.2,3.9,238.2,57.3,66.0,38.9,52.6,6,2,54,14,Full,435,4,10,198,7,8,Low,Low,High,No,No,No,No,No,No,33.7,40.4,29.9,29.7,4.4,Medium,Low
Rangpur,Rangpur,Rangpur Model,City,25,100136,4005,2010,Inspector,172,457,Medium,19,78,1,0,55.4,1,52178,51294,70,65254,69.5,3.68,45.6,54.4,90.0,61.0,76.9,2,1,22,5,Full,372,1,6,160,9,1,Low,Low,High,No,No,No,No,No,Yes,19.3,23.3,40.1,36.6,4.3,High,Low
Rangpur,Rangpur,Rangpur Industrial,Industrial,22,95947,4361,1985,Inspector,84,414,Medium,18,49,2,0,48.3,0,41605,40205,55,53687,58.6,4.92,21.4,61.4,71.2,65.5,51.1,2,1,27,6,Full,349,1,3,135,3,3,Low,Low,High,No,No,No,No,No,No,31.3,35.9,34.6,29.5,4.2,Medium,Low
Rangpur,Rangpur,Rangpur Cantonment,Metropolitan,18,51359,2853,1971,Inspector,75,213,Medium,10,40,1,0,72.8,1,22143,22381,90,27518,72.5,4.04,28.8,80.1,92.7,55.3,90.0,1,0,12,2,Full,212,0,4,69,3,1,Low,Low,High,No,No,No,No,No,No,28.1,17.5,53.3,29.2,3.9,High,Medium
Rangpur,Rangpur,Badarganj,Rural,258,119228,462,1928,Inspector,206,550,Medium,33,87,5,2,84.3,0,58645,55729,12,68874,56.9,4.3,169.1,37.3,64.6,14.3,74.3,4,1,32,6,Limited,188,1,6,84,12,6,Low,Low,High,No,No,No,No,No,No,37.3,46.4,5.7,47.9,3.2,Low,Medium
Rangpur,Rangpur,Gangachara,Rural,386,160606,416,1930,Inspector,156,734,Medium,42,104,4,3,56.3,0,67392,68914,12,84185,57.1,4.82,593.9,43.6,51.0,27.9,60.3,3,1,43,10,Limited,215,2,12,72,4,3,Low,Low,High,No,No,No,No,No,No,44.5,47.3,12.9,39.8,3.5,Low,Low
Rangpur,Rangpur,Kaunia,Rural,205,102348,499,1932,Inspector,94,613,Medium,24,61,3,2,52.3,0,48387,49434,12,62367,54.9,5.0,203.2,44.3,58.4,18.1,43.4,2,1,25,4,Limited,165,2,5,54,6,3,Low,Low,High,No,No,No,No,No,No,43.9,43.2,9.1,47.7,6.6,Low,Low
Rangpur,Rangpur,Mithapukur,Rural,450,230736,513,1928,Inspector,300,1106,Medium,53,173,7,6,85.0,0,125387,117108,12,143374,59.3,4.79,384.7,59.2,56.9,24.7,45.2,5,2,65,14,Limited,398,7,12,147,13,7,Low,Low,High,No,No,No,No,No,No,39.1,40.5,19.8,39.7,3.8,Low,Low
Rangpur,Rangpur,Pirgachha,Rural,291,162422,558,1930,Inspector,210,736,Medium,29,86,2,2,46.8,0,68881,66214,12,88532,53.7,4.74,480.0,35.2,59.1,30.6,54.3,5,1,42,7,Limited,263,4,9,95,10,5,Low,Low,High,No,No,No,No,No,No,31.1,45.4,14.0,40.6,2.6,Low,Medium
Rangpur,Rangpur,Pirganj Rng,Rural,449,201204,448,1928,Inspector,207,905,Medium,36,137,4,4,89.2,0,109362,109269,12,133274,60.1,3.83,481.1,31.8,67.1,50.0,52.2,6,1,60,13,Limited,447,2,12,166,7,4,Low,Low,High,No,No,No,No,No,No,34.9,45.4,22.5,32.1,5.2,Low,Medium
Rangpur,Rangpur,Taraganj,Rural,197,97930,497,1935,Inspector,143,458,Medium,19,57,2,2,65.0,0,46691,45430,12,57840,58.2,4.94,408.9,34.9,54.6,38.9,73.7,3,1,33,7,Limited,216,3,4,82,3,3,Low,Low,High,No,No,No,No,No,No,28.8,44.1,13.0,42.9,5.2,Low,Low
Rangpur,Dinajpur,Dinajpur Sadar,City,207,329584,1592,1882,Inspector,341,1351,Medium,68,276,9,2,50.1,1,175238,175979,70,226129,66.7,4.15,427.1,75.8,80.3,62.9,61.8,9,4,93,17,Full,1082,13,28,464,15,8,Low,Low,High,No,No,No,No,No,No,23.1,15.6,36.5,47.9,3.4,High,Medium
Rangpur,Dinajpur,Birampur,Rural,272,90755,334,1932,Inspector,148,495,Medium,22,65,2,3,71.8,0,52341,51863,12,65565,50.8,4.07,186.1,48.4,46.4,22.8,56.0,2,1,29,5,Limited,172,1,6,57,5,2,Low,Low,High,No,No,No,No,No,No,32.4,60.3,13.2,26.5,3.2,Low,Medium
Rangpur,Dinajpur,Birganj,Rural,363,137181,378,1930,Inspector,157,699,Medium,29,85,4,4,52.6,0,72668,69502,12,85040,60.1,5.13,655.5,29.9,58.5,22.7,58.0,5,1,46,9,Limited,361,5,15,178,10,8,Medium,Low,High,No,No,No,No,No,No,37.5,56.8,11.6,31.6,4.9,Low,Medium
Rangpur,Dinajpur,Biral,Rural,284,121391,427,1932,Inspector,181,672,Medium,21,71,2,3,55.8,0,67238,65616,12,84775,62.5,4.66,404.0,40.7,60.4,23.3,46.0,3,1,39,7,Limited,207,2,4,83,9,6,Low,Low,High,No,No,No,No,No,No,37.0,49.3,15.5,35.2,3.1,Low,Medium
Rangpur,Dinajpur,Bochaganj,Rural,262,100568,384,1935,Inspector,99,452,Medium,34,71,3,3,80.6,0,59074,57216,12,74362,58.4,4.48,249.4,37.6,47.0,14.4,63.6,3,1,28,5,Limited,149,1,7,64,7,4,Medium,Low,High,No,No,No,No,No,Yes,29.4,54.8,13.3,31.9,4.1,Low,Medium
Rangpur,Dinajpur,Chirirbandar,Rural,281,121910,434,1932,Inspector,151,705,Medium,26,105,4,3,69.5,0,65483,61609,12,75492,64.0,5.02,245.6,27.2,48.1,17.8,54.5,4,1,37,8,Limited,258,1,4,110,11,1,Low,Low,High,No,No,No,No,No,No,34.5,50.7,18.7,30.6,5.4,Low,Medium
Rangpur,Dinajpur,Fulbari Din,Industrial,222,90926,410,1935,Inspector,115,537,Medium,26,68,3,2,76.4,0,50330,51170,55,65966,59.9,3.77,199.8,46.9,77.1,33.8,76.4,2,1,30,5,Full,283,3,7,97,7,5,Medium,Low,High,No,No,No,No,No,No,27.1,23.7,31.7,44.6,7.0,Medium,Low
Rangpur,Dinajpur,Ghoraghat,Rural,209,76656,367,1938,Inspector,120,378,Medium,17,43,2,2,63.1,0,35029,34456,12,45310,65.5,4.11,295.4,24.0,50.0,28.0,47.2,1,0,17,4,Limited,141,0,3,50,4,2,Low,Low,High,No,No,No,No,No,No,39.7,43.2,14.3,42.5,4.1,Low,Low
Rangpur,Dinajpur,Hakimpur,Rural,129,58518,454,1940,Inspector,95,289,Medium,18,48,2,1,64.8,0,33385,32305,12,42228,56.5,5.04,218.8,38.5,57.6,20.9,64.3,2,0,20,4,Limited,94,0,4,42,2,3,Low,Low,High,No,No,No,No,No,No,25.4,38.1,11.3,50.6,4.4,Low,Medium
Rangpur,Dinajpur,Kaharole,Rural,238,98028,412,1935,Inspector,161,572,Medium,27,68,3,1,74.1,0,50025,49288,12,60882,60.8,4.87,404.3,33.2,59.5,20.5,57.3,2,1,29,5,Limited,175,2,5,79,3,1,Medium,Low,High,No,No,No,No,No,No,32.1,52.8,12.2,35.0,4.8,Low,Medium
Rangpur,Dinajpur,Khansama,Rural,198,91244,461,1938,Inspector,149,372,Medium,24,67,2,2,59.9,0,43829,42823,12,54873,63.8,5.03,257.4,51.3,51.7,17.8,54.7,3,1,26,6,Limited,207,1,7,75,4,3,Low,Low,High,No,No,No,No,No,Yes,32.4,53.0,14.8,32.2,6.8,Low,Low
Rangpur,Dinajpur,Nawabganj Din,Border,337,130642,388,1930,Inspector,145,679,Medium,30,73,3,4,59.1,0,63377,64739,22,75625,61.8,4.7,484.7,38.8,66.5,32.9,63.5,3,1,38,8,Partial,507,1,12,249,6,7,High,Low,High,No,No,Yes,No,No,No,37.1,43.0,17.2,39.8,6.5,Low,Medium
Rangpur,Dinajpur,Parbatipur,Industrial,348,163442,470,1930,Inspector,206,697,Medium,35,80,4,3,82.5,0,73640,70407,55,87524,69.2,3.85,476.8,66.4,70.0,58.4,52.5,4,2,43,7,Full,427,2,15,138,11,2,Low,Low,High,No,No,No,No,No,Yes,30.0,20.8,28.8,50.4,4.1,Medium,Low
Rangpur,Dinajpur,Dinajpur Model,City,18,48184,2677,2010,Sub-Inspector,84,254,Medium,11,36,1,0,44.1,1,22784,21414,70,28886,59.4,3.81,27.3,59.1,73.6,34.8,79.7,1,0,13,2,Full,144,0,3,63,3,2,Low,Low,High,No,No,No,No,No,No,21.2,32.9,32.9,34.2,5.6,High,Medium
Rangpur,Dinajpur,Fulbari Coal,Industrial,15,22419,1495,2008,Sub-Inspector,50,200,Medium,8,15,1,0,61.0,0,11197,10451,55,13891,59.6,4.08,10.2,56.7,74.8,43.1,65.9,0,0,7,1,Full,78,0,2,26,2,0,Low,Low,High,No,No,No,No,No,No,41.6,36.9,24.1,39.0,5.6,Medium,Medium
Rangpur,Gaibandha,Gaibandha Sadar,City,194,229040,1181,1882,Inspector,394,1039,Medium,44,115,5,1,61.5,1,109468,105664,70,136512,69.0,4.36,276.6,59.3,70.2,48.3,75.8,4,2,56,10,Full,953,8,17,383,17,14,Low,Low,High,No,No,No,No,No,No,25.2,17.6,41.4,41.0,4.0,High,Low
Rangpur,Gaibandha,Fulchhari,River,324,102747,317,1930,Inspector,157,575,Medium,33,75,5,2,53.0,0,57551,56696,14,67622,57.0,4.85,653.6,34.3,55.6,45.4,76.2,2,1,31,7,Limited,258,2,3,97,11,2,Low,Low,High,No,No,No,No,Yes,No,36.5,52.9,23.9,23.2,4.7,Low,Low
Rangpur,Gaibandha,Gobindaganj,Industrial,492,245786,500,1928,Inspector,252,1192,Medium,62,175,7,4,74.5,0,133100,122906,55,166171,57.1,3.7,327.6,64.2,86.2,40.8,66.4,7,3,68,11,Full,786,5,17,243,22,14,Low,Low,High,No,No,No,No,No,No,31.4,30.4,41.9,27.7,5.3,Medium,Low
Rangpur,Gaibandha,Palashbari,Rural,238,123968,521,1932,Inspector,182,539,Medium,26,73,2,2,68.4,0,69088,67250,12,86954,55.0,4.04,302.7,46.0,54.4,25.0,56.4,2,1,31,6,Limited,203,3,5,70,8,4,Medium,Low,High,No,No,No,No,No,Yes,28.9,50.3,13.9,35.8,2.9,Low,Low
Rangpur,Gaibandha,Sadullapur,Rural,311,135449,436,1930,Inspector,187,567,Medium,39,94,6,4,59.9,0,74039,75622,12,95191,58.9,3.74,489.2,48.3,61.8,17.3,63.6,5,2,47,9,Limited,234,2,8,73,14,3,Low,Low,High,No,No,No,No,No,No,33.2,51.1,24.0,24.9,4.3,Low,Low
Rangpur,Gaibandha,Saghata,River,368,119761,325,1932,Inspector,194,668,Medium,31,70,4,3,52.1,0,66870,66654,14,79543,57.8,4.3,723.3,27.5,58.5,27.2,60.5,3,1,29,5,Limited,198,3,3,85,6,5,Low,Low,High,No,No,No,No,Yes,No,44.5,38.1,20.4,41.5,5.3,Low,Low
Rangpur,Gaibandha,Sundarganj,River,491,211226,430,1928,Inspector,295,920,Medium,41,120,5,6,59.6,0,94552,87654,14,119486,59.0,3.92,490.5,28.8,52.5,25.4,52.5,3,2,52,9,Limited,259,3,8,111,15,9,Low,Low,High,No,No,No,No,Yes,No,34.0,41.9,18.1,40.0,2.8,Low,Low
Rangpur,Gaibandha,Gaibandha Model,City,15,38214,2548,2010,Sub-Inspector,61,200,Medium,8,33,1,0,55.6,1,18959,18055,70,23173,63.7,3.87,9.1,69.6,77.3,63.3,69.9,1,0,8,2,Full,134,0,2,65,2,0,Low,Low,High,No,No,No,No,No,No,29.6,28.8,42.7,28.5,4.4,High,Medium
Rangpur,Gaibandha,Fulchhari Ferry,River,10,13012,1301,2005,Sub-Inspector,50,200,Medium,8,15,1,0,67.8,0,5683,5646,14,7264,63.0,4.52,19.5,44.6,68.1,19.0,50.6,0,0,3,1,Limited,24,0,0,10,0,0,Low,Low,High,No,Yes,No,No,Yes,No,38.3,46.9,18.4,34.7,6.3,Low,Medium
Rangpur,Kurigram,Kurigram Sadar,City,168,234024,1393,1882,Inspector,244,1319,Medium,63,141,7,1,68.9,1,105662,98236,70,133723,67.1,4.12,273.9,64.6,71.0,54.6,52.3,8,3,78,17,Full,829,7,15,286,23,9,Low,Low,High,No,No,No,No,No,No,23.3,26.0,30.1,43.9,5.9,High,Medium
Rangpur,Kurigram,Bhurungamari,Border,387,160868,416,1928,Inspector,186,736,Medium,33,115,4,4,35.0,0,79493,73875,22,94962,58.3,4.7,370.9,48.4,63.1,23.9,66.6,4,1,41,7,Partial,660,2,4,328,13,5,High,Low,High,No,No,Yes,No,No,No,32.6,42.9,28.7,28.4,7.3,Low,Low
Rangpur,Kurigram,Char Rajibpur,River,214,57639,269,1945,Inspector,52,239,Medium,14,36,1,2,69.6,0,31280,31421,14,40244,52.9,3.95,385.6,52.4,49.0,15.6,64.2,1,0,16,3,Limited,106,1,4,40,3,3,Low,Low,High,No,No,No,No,Yes,No,33.8,41.6,19.6,38.8,4.0,Low,Medium
Rangpur,Kurigram,Chilmari,River,242,88625,366,1932,Inspector,108,457,Medium,23,64,2,1,54.0,0,43903,41050,14,51382,57.8,3.74,348.6,44.4,58.1,37.5,56.0,2,0,23,5,Limited,155,2,6,52,3,1,Low,Low,High,No,No,No,No,Yes,Yes,28.7,55.0,9.9,35.1,4.0,Low,Low
Rangpur,Kurigram,Nageshwari,Rural,476,246123,517,1928,Inspector,410,1014,Medium,62,180,5,5,59.9,0,113657,107883,12,140966,62.1,4.68,1025.5,35.2,49.6,8.0,63.2,4,2,57,15,Limited,420,6,19,204,10,9,Low,Low,High,No,No,No,No,No,No,35.3,52.7,13.5,33.8,4.7,Low,Medium
Rangpur,Kurigram,Phulbari Kur,Border,238,117218,493,1932,Inspector,189,521,Medium,26,80,2,3,57.5,0,61183,57389,22,73014,54.5,3.97,282.3,38.1,69.5,32.2,63.7,3,1,35,6,Partial,423,1,8,163,8,2,High,Low,High,No,No,Yes,No,No,No,32.2,52.7,18.9,28.4,5.1,Low,Low
Rangpur,Kurigram,Rajarhat,Rural,280,119151,426,1932,Inspector,200,527,Medium,32,72,3,3,69.1,0,66058,66788,12,86106,64.4,4.49,210.5,59.3,55.1,12.3,74.1,4,1,39,6,Limited,196,4,4,59,9,6,Low,Low,High,No,No,No,No,No,No,37.7,55.3,20.1,24.6,4.9,Low,Medium
Rangpur,Kurigram,Raumari,Border,350,126996,363,1935,Inspector,112,658,Medium,24,90,3,3,65.1,0,59893,58264,22,74345,55.3,3.92,309.9,31.5,55.2,27.1,56.6,4,1,36,6,Partial,511,3,12,172,11,7,High,Low,High,No,No,Yes,No,No,No,28.6,45.3,8.1,46.6,3.0,Low,Low
Rangpur,Kurigram,Ulipur,River,520,243868,469,1928,Inspector,321,1432,Medium,65,145,7,4,63.7,0,104489,101352,14,126098,58.0,4.48,1087.9,48.7,48.5,17.9,63.9,4,2,63,9,Limited,404,3,10,135,17,8,Medium,Low,High,No,No,No,No,Yes,No,32.4,56.9,19.7,23.4,5.4,Low,Low
Rangpur,Kurigram,Kurigram Model,City,15,40231,2682,2010,Sub-Inspector,53,200,Medium,11,28,1,0,80.2,1,18873,17825,70,22390,65.1,4.63,18.2,83.9,81.1,66.2,67.7,0,0,12,2,Full,129,1,1,60,1,1,Medium,Low,High,No,No,No,No,No,No,22.3,23.4,33.4,43.2,4.4,High,Low
Rangpur,Kurigram,Bhurungamari Border,Border,15,12761,851,2005,Sub-Inspector,50,200,Medium,8,15,1,0,60.9,0,5572,5526,22,6985,61.4,4.06,20.8,59.2,60.7,37.8,61.5,0,0,2,1,Partial,43,0,0,13,0,0,High,Low,High,No,No,Yes,No,No,No,32.5,44.4,24.1,31.5,5.1,Low,Medium
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Border,157,164375,1047,1882,Inspector,256,803,Medium,52,106,6,2,62.4,0,86209,80722,22,107195,60.2,4.18,132.6,38.8,59.8,18.9,67.5,6,1,59,8,Partial,734,4,13,311,14,4,High,Low,High,No,No,Yes,No,No,No,33.5,35.2,11.7,53.1,5.2,Low,Low
Rangpur,Lalmonirhat,Aditmari,Rural,199,109896,552,1932,Inspector,137,510,Medium,24,61,3,2,78.7,0,53416,52324,12,67437,49.7,3.76,253.7,26.0,39.3,21.2,62.9,3,1,31,6,Limited,157,2,8,47,6,2,Medium,Low,High,No,No,No,No,No,No,46.8,57.4,18.1,24.5,4.5,Low,Medium
Rangpur,Lalmonirhat,Hatibandha,Border,352,151779,431,1930,Inspector,175,635,Medium,34,95,4,4,56.3,0,77141,79405,22,94568,57.0,4.91,427.7,41.4,60.0,35.8,47.6,5,2,50,9,Partial,628,3,6,196,10,8,High,Low,High,No,No,Yes,No,No,No,37.0,38.8,16.2,45.0,3.5,Low,Medium
Rangpur,Lalmonirhat,Kaliganj Lal,Rural,260,116619,449,1932,Inspector,197,532,Medium,25,66,2,2,77.3,0,65238,65309,12,76198,56.8,4.26,437.3,35.6,65.6,25.4,64.3,4,1,32,8,Limited,197,1,7,62,9,6,Low,Low,High,No,No,No,No,No,No,34.5,36.3,23.0,40.7,3.4,Low,Low
Rangpur,Lalmonirhat,Patgram,Border,515,166144,323,1928,Inspector,246,734,Medium,36,117,3,6,49.3,0,94345,90308,22,111450,65.2,4.11,700.5,48.5,55.3,38.2,69.4,5,1,48,10,Partial,755,5,10,244,13,6,High,Low,High,No,No,Yes,No,No,Yes,35.8,43.3,12.5,44.2,6.0,Low,Low
Rangpur,Lalmonirhat,Lalmonirhat Model,Border,15,34849,2323,2010,Sub-Inspector,55,200,Medium,8,23,1,0,74.4,0,17031,16504,22,21232,61.6,4.13,28.6,33.6,49.5,29.5,70.0,1,0,9,1,Partial,118,1,3,37,2,1,High,Low,High,No,No,Yes,No,No,No,34.3,41.1,12.3,46.6,6.5,Low,Low
Rangpur,Lalmonirhat,Burimari Land Port,Border,12,15328,1277,1997,Sub-Inspector,50,200,Medium,8,15,1,0,57.3,0,7692,7266,22,9790,61.5,4.14,12.9,49.0,56.4,26.3,49.4,0,0,3,1,Partial,42,0,0,16,0,0,High,Low,High,No,Yes,Yes,No,No,No,31.9,45.9,18.8,35.3,6.6,Low,Low
Rangpur,Nilphamari,Nilphamari Sadar,City,194,244115,1258,1882,Inspector,299,1270,Medium,46,164,5,1,66.9,1,104857,103572,70,127644,68.1,4.34,304.5,65.7,72.7,50.5,59.6,4,2,65,11,Full,710,3,17,291,22,9,Medium,Low,High,No,No,No,No,No,No,24.5,20.7,33.9,45.4,4.6,High,Medium
Rangpur,Nilphamari,Dimla,Border,327,157658,482,1930,Inspector,210,736,Medium,29,105,4,4,37.8,0,68753,70351,22,84908,54.7,4.77,465.5,46.0,53.2,28.8,63.8,4,1,39,9,Partial,686,5,9,259,4,7,High,Low,High,No,No,Yes,No,No,No,40.5,43.6,14.0,42.4,5.1,Low,Low
Rangpur,Nilphamari,Domar,Rural,256,130409,509,1932,Inspector,189,666,Medium,28,91,3,1,69.5,0,58749,58635,12,69314,59.6,4.4,259.5,45.7,39.2,28.3,52.9,4,1,34,9,Limited,211,2,5,95,4,3,Low,Low,High,No,No,No,No,No,No,33.1,43.1,15.1,41.8,6.3,Low,Medium
Rangpur,Nilphamari,Jaldhaka,Rural,279,124634,447,1932,Inspector,109,734,Medium,25,75,3,3,58.1,0,64983,66177,12,85092,54.1,4.0,275.4,42.0,53.7,30.1,55.7,3,1,38,6,Limited,183,1,5,70,6,5,Medium,Low,High,No,No,No,No,No,No,37.1,54.5,14.8,30.7,4.5,Low,Medium
Rangpur,Nilphamari,Kishoreganj Nil,Rural,242,115169,476,1935,Inspector,148,584,Medium,19,73,1,2,60.0,0,60398,55771,12,72045,58.3,4.4,527.1,34.7,66.6,26.6,42.9,3,1,26,7,Limited,190,3,6,76,7,5,Low,Low,High,No,No,No,No,No,No,39.5,51.6,18.3,30.1,3.4,Low,Medium
Rangpur,Nilphamari,Saidpur,Industrial,133,204740,1539,1930,Inspector,337,1143,Medium,51,143,6,1,65.4,0,105756,98236,55,119066,62.8,3.59,188.5,63.9,72.8,47.5,74.4,7,1,62,9,Full,513,6,6,182,15,6,Low,Low,High,No,No,No,No,No,Yes,21.7,25.2,29.9,44.9,4.8,Medium,Low
Rangpur,Nilphamari,Nilphamari Model,City,15,39454,2630,2010,Sub-Inspector,50,200,Medium,10,29,1,0,51.0,1,20741,21397,70,24504,71.3,4.05,21.0,77.9,77.4,51.6,68.6,0,0,12,1,Full,161,1,2,79,2,1,Low,Low,High,No,No,No,No,No,No,15.6,24.9,23.0,52.1,2.7,High,Medium
Rangpur,Nilphamari,Saidpur Cantonment,Industrial,15,28742,1916,1971,Sub-Inspector,50,200,Medium,8,21,1,0,55.9,0,14982,14150,55,19090,61.4,4.38,14.1,56.3,70.1,53.0,64.8,0,0,7,2,Full,80,0,1,37,1,1,Medium,Low,High,No,No,No,No,No,No,24.3,26.9,25.1,48.0,4.1,Medium,Medium
Rangpur,Panchagarh,Panchagarh Sadar,Border,214,162338,759,1882,Inspector,255,672,Medium,29,118,3,1,82.3,0,76352,73593,22,94374,60.4,4.83,329.4,28.3,56.5,31.0,52.0,3,2,37,9,Partial,592,4,12,270,5,4,High,Low,High,No,No,Yes,No,No,No,35.8,42.0,19.1,38.9,3.7,Low,Medium
Rangpur,Panchagarh,Atwari,Border,267,90643,339,1932,Inspector,86,404,Medium,20,65,2,1,57.7,0,41203,41132,22,53957,59.8,4.67,545.3,45.1,57.9,37.8,60.1,2,0,26,6,Partial,391,3,4,156,8,2,High,Low,High,No,No,Yes,No,No,No,34.6,38.4,15.8,45.8,5.0,Low,Low
Rangpur,Panchagarh,Boda,Rural,371,135252,365,1930,Inspector,228,766,Medium,29,77,4,4,53.6,0,62696,64112,12,74990,54.1,4.3,446.8,35.8,60.0,20.8,58.7,3,1,29,5,Limited,184,2,3,61,8,6,Low,Low,High,No,No,No,No,No,No,29.8,52.6,9.0,38.4,2.9,Low,Medium
Rangpur,Panchagarh,Debiganj,Border,396,136892,346,1932,Inspector,174,794,Medium,33,83,2,3,63.4,0,65917,61644,22,75718,53.8,4.84,763.5,32.6,51.2,45.9,59.6,3,1,35,7,Partial,526,3,11,231,9,5,High,Low,High,No,No,Yes,No,No,Yes,33.0,45.6,10.4,44.0,6.0,Low,Low
Rangpur,Panchagarh,Tetulia,Border,330,97833,296,1935,Inspector,160,519,Medium,19,59,2,2,48.4,0,43471,41212,22,51928,56.4,4.78,536.5,46.4,57.1,12.3,61.3,2,1,27,6,Partial,289,3,7,87,9,3,High,Low,High,No,No,Yes,No,No,No,31.7,44.1,21.3,34.6,3.9,Low,Low
Rangpur,Panchagarh,Banglabandha Land Port,Border,12,13160,1097,1997,Sub-Inspector,50,200,Medium,8,15,1,0,65.1,0,6143,5962,22,7637,60.8,3.84,18.2,41.5,65.8,29.3,49.4,0,0,3,1,Partial,49,0,1,18,0,0,High,Low,High,No,Yes,Yes,No,No,Yes,33.3,41.6,22.9,35.5,3.7,Low,Low
